LocationId,CategoryCode,MarketCode,SKU,newMarketCode,StorefrontId
097a77d1-bbdc-e111-8cc6-78e3b5102e43,SPV,012,SKU-00000034,271,78d3ad94-2e21-4ab1-aa4f-e4be476b45c0
097a77d1-bbdc-e111-8cc6-78e3b5102e43,SPV,012,SKU-00000034,320,78d3ad94-2e21-4ab1-aa4f-e4be476b45c0
097a77d1-bbdc-e111-8cc6-78e3b5102e43,SPV,012,SKU-00000034,321,78d3ad94-2e21-4ab1-aa4f-e4be476b45c0
0aa1f3ee-8143-4a5e-93c5-0c7af3a41605,BEA,012,SKU-00000034,271,5b1467cc-450f-4bde-b7de-04fd0df766c4
0aa1f3ee-8143-4a5e-93c5-0c7af3a41605,BEA,012,SKU-00000034,320,5b1467cc-450f-4bde-b7de-04fd0df766c4
0aa1f3ee-8143-4a5e-93c5-0c7af3a41605,BEA,012,SKU-00000034,321,5b1467cc-450f-4bde-b7de-04fd0df766c4
0a7ba962-459f-4ba0-8492-e30cbf8afaa0,TRA,192,SKU-00000092,350,4cc62422-05ea-4980-b517-610133569c2f
0aa84ef0-f666-e511-9e20-0050568849ea,REC,193,SKU-00000034,343,8c2dcb2f-aa23-4090-b972-a4fb012c2c3b
099233c4-e899-4a30-b901-d46757435794,FLO,005,SKU-00000092,330,9331f7e9-1f3c-4307-8dcd-a27d01083929
099233c4-e899-4a30-b901-d46757435794,FLO,005,SKU-00000092,331,9331f7e9-1f3c-4307-8dcd-a27d01083929
0be474ed-df27-45c4-a2a5-db6968f57a98,BEA,061,SKU-00000092,333,26cf47c1-bd29-4d85-972a-211982ff0357
0b89ef47-f73c-4f02-b69a-133145d2394e,BWP,073,SKU-00000025,339,41d0025d-d610-47b9-846c-98ee7d8addca
0b89ef47-f73c-4f02-b69a-133145d2394e,BWP,073,SKU-00000025,338,41d0025d-d610-47b9-846c-98ee7d8addca
0dcc74a8-499c-4454-96a9-a3f8ce2afca9,RNT,033,SKU-00000034,324,1e8688ca-0380-4845-a9e1-94640649e75e
0bc93c2e-4352-45b7-9988-27f6be0ec0ad,REC,005,SKU-00000092,330,95317bad-8dee-4b8f-90d4-2d80fb440613
0bc93c2e-4352-45b7-9988-27f6be0ec0ad,REC,005,SKU-00000092,331,95317bad-8dee-4b8f-90d4-2d80fb440613
0de57984-2d03-41a0-8c90-6e26cdd8a613,PLN,117,SKU-00000034,031,16cbd7d5-6f6c-4c11-8d2e-a563009cbd47
0e609779-a4c3-4237-bc3e-46929c2b5a6e,REC,192,SKU-00000034,350,8f934f80-6b05-42b6-b11f-a83100f19c0c
0de84642-dda2-4a2d-971b-88fd844c3ef8,OPC,025,SKU-00000092,177,2109d55b-bd27-4d80-a5a6-a80a00b63a5b
0e3d90ae-0edc-e111-8bec-78e3b50834e7,PLN,065,SKU-00000092,323,5d1094a5-f326-4c3f-bbc2-fdde6fb62579
0f718b78-f749-e211-810d-0050568849ea,WPH,107,SKU-00000034,337,9fa5853c-c1fe-497b-a1fa-a2a15f441649
0f718b78-f749-e211-810d-0050568849ea,WPH,107,SKU-00000034,336,9fa5853c-c1fe-497b-a1fa-a2a15f441649
0f718b78-f749-e211-810d-0050568849ea,WPH,107,SKU-00000034,335,9fa5853c-c1fe-497b-a1fa-a2a15f441649
0f191388-f05d-46f9-8480-f24b7b37244a,REC,175,SKU-00000092,353,3e838cc1-19f6-442f-88a6-a416010a9438
0f7f493e-27db-e111-8bec-78e3b50834e7,DJS,073,SKU-00000088,338,b2fce7df-784a-4fa7-ae69-6abaa3a9dd35
0f7f493e-27db-e111-8bec-78e3b50834e7,DJS,073,SKU-00000088,339,b2fce7df-784a-4fa7-ae69-6abaa3a9dd35
0e63afd4-1791-448d-ba82-8cb7babc04a9,WPH,107,SKU-00000092,335,a738ea54-7ff2-4aec-a346-377d7b137367
0e63afd4-1791-448d-ba82-8cb7babc04a9,WPH,107,SKU-00000092,336,a738ea54-7ff2-4aec-a346-377d7b137367
0e63afd4-1791-448d-ba82-8cb7babc04a9,WPH,107,SKU-00000092,337,a738ea54-7ff2-4aec-a346-377d7b137367
0fe30750-7e60-475b-9f52-5dfe6f5d774e,WPH,176,SKU-00000088,344,d9eb9a49-64d2-4e5a-89c3-a57c0187a250
10cf1de0-bc0d-4c36-8727-16e6d525bda3,REC,109,SKU-00000086,326,b7b3b119-d748-4bdc-8d4c-a04c00fec974
10cf1de0-bc0d-4c36-8727-16e6d525bda3,REC,109,SKU-00000086,325,b7b3b119-d748-4bdc-8d4c-a04c00fec974
11446dd9-1e6c-e411-8c67-0050568849ea,WPH,051,SKU-00000034,074,94504f77-688c-441f-bd4e-a3e300e717bf
114c7cc8-c2dc-e111-8cc6-78e3b5102e43,CAT,019,SKU-00000092,327,c419a194-d59d-4d19-8352-8f5b0ce47f58
119d078b-116a-454e-bbc5-ddd1530ae8dc,BWP,027,SKU-00000025,272,81b3b27e-6f80-4f04-b7cc-a51f641db912
14358faa-9196-48c6-b340-4f65b81ddcb8,WPH,203,SKU-00000086,317,5abdd3c0-c555-4ed4-ae0f-e1b98bf90ffd
14358faa-9196-48c6-b340-4f65b81ddcb8,WPH,203,SKU-00000086,325,5abdd3c0-c555-4ed4-ae0f-e1b98bf90ffd
1532ed1b-e40e-49bd-b84c-2b66d1c11af1,PHB,209,SKU-00000034,339,3f6ca59d-553e-4ecd-8d7c-a62c00deba6a
13bb9b09-693e-4995-b15c-60bd47922f07,BDS,012,SKU-00000092,320,e5506944-778d-47cc-bbbd-5f64e8e182a8
13bb9b09-693e-4995-b15c-60bd47922f07,BDS,012,SKU-00000092,321,e5506944-778d-47cc-bbbd-5f64e8e182a8
13bb9b09-693e-4995-b15c-60bd47922f07,BDS,012,SKU-00000092,271,e5506944-778d-47cc-bbbd-5f64e8e182a8
1424b622-0565-413a-bad5-baaceedd49e8,FLO,188,SKU-00000092,346,ec3196c8-1f62-4fbd-934e-a6cc00c88553
1424b622-0565-413a-bad5-baaceedd49e8,FLO,188,SKU-00000092,347,ec3196c8-1f62-4fbd-934e-a6cc00c88553
155da2db-536a-4491-9dc1-371990c2a249,WPH,019,SKU-00000034,327,9d195c01-0284-4d51-94b1-d0a1770f7e7f
1572cca5-1b52-4d06-957d-cdfdcec3ec2d,BEA,021,SKU-00000092,322,41589305-aa85-4681-8c16-20946e5c7f15
15617e9d-4da2-404b-84e9-fc85264d332b,BWP,107,SKU-00000025,335,b7b81afb-5ff3-4152-b6d6-ad7cd61973d5
15617e9d-4da2-404b-84e9-fc85264d332b,BWP,107,SKU-00000025,336,b7b81afb-5ff3-4152-b6d6-ad7cd61973d5
15617e9d-4da2-404b-84e9-fc85264d332b,BWP,107,SKU-00000025,337,b7b81afb-5ff3-4152-b6d6-ad7cd61973d5
1634b389-b200-4b60-b0b2-94f14b8d61d1,OPC,187,SKU-00000092,044,3f650695-caf0-4df7-97a2-2fca9ef6d069
1634b389-b200-4b60-b0b2-94f14b8d61d1,OPC,187,SKU-00000092,186,3f650695-caf0-4df7-97a2-2fca9ef6d069
16a35d19-bfdc-e111-8cc6-78e3b5102e43,TRA,175,SKU-00000092,353,3e8456bb-24db-460c-bac8-df19d68a0a25
16a11d10-8348-49d5-8518-6cf83e674c98,BDS,051,SKU-00000092,074,77ca45d7-6a0d-4343-9771-3c862003a95f
165bf91a-2c28-483c-bdac-3ae4c613f506,REC,189,SKU-00000092,341,17f5c116-1223-4f5d-ae80-a83b00b433de
165bf91a-2c28-483c-bdac-3ae4c613f506,REC,189,SKU-00000092,342,17f5c116-1223-4f5d-ae80-a83b00b433de
17526cf9-bf96-41f3-bea7-85fce908a5e6,WPH,012,SKU-00000086,321,74dd0415-df82-41a4-aa20-a7ae00a5a36c
17526cf9-bf96-41f3-bea7-85fce908a5e6,WPH,012,SKU-00000086,320,74dd0415-df82-41a4-aa20-a7ae00a5a36c
17526cf9-bf96-41f3-bea7-85fce908a5e6,WPH,012,SKU-00000086,271,74dd0415-df82-41a4-aa20-a7ae00a5a36c
17336a8b-a697-e511-b212-005056881833,REC,073,SKU-00000092,338,364b0b89-275c-4b28-83be-a56001394eb6
17336a8b-a697-e511-b212-005056881833,REC,073,SKU-00000092,339,364b0b89-275c-4b28-83be-a56001394eb6
18086cdd-fd36-4487-b28b-444784c1d332,WPH,061,SKU-00000092,333,37133442-f972-47fe-9c25-7b3a8cc34b3c
1840dbb0-413a-e211-a197-005056881833,BEA,021,SKU-00000092,322,0f592e54-a2ca-4823-b18b-a74e00bc39d4
1948bbcf-4046-4bb6-8329-6cdc1ee91af6,VID,024,SKU-00000034,029,c6fe28ab-fad8-41a3-9398-a841007e8c54
1914ce7f-fbdb-e111-8bec-78e3b50834e7,WPH,021,SKU-00000034,322,6db5acc6-c5d0-4e4d-b6be-a0d689b8e9a1
189e8080-1da1-4d3c-a8a5-0665b0bea45f,PHB,073,SKU-00000034,339,e67525bf-3bdc-4bb5-8282-04be0111037d
189e8080-1da1-4d3c-a8a5-0665b0bea45f,PHB,073,SKU-00000034,338,e67525bf-3bdc-4bb5-8282-04be0111037d
18fe0a7c-ee14-4178-ac5d-eeed26c772b5,BEA,051,SKU-00000034,074,9efa117a-cb63-42ac-bd6b-a84700c18daf
19803989-e249-431f-90dd-fe0589fb18b9,WPH,273,SKU-00000034,319,934e4d6a-73dd-4132-9aca-884008798b73
1983e38c-22d7-49e2-a810-af4f6d0f9f74,BEA,012,SKU-00000034,320,4cc54fe5-7daa-488e-87d0-a83900e6773d
1983e38c-22d7-49e2-a810-af4f6d0f9f74,BEA,012,SKU-00000034,271,4cc54fe5-7daa-488e-87d0-a83900e6773d
1983e38c-22d7-49e2-a810-af4f6d0f9f74,BEA,012,SKU-00000034,321,4cc54fe5-7daa-488e-87d0-a83900e6773d
18fd70eb-9f3a-4eb0-8bdc-6fac0ba3f792,DJS,005,SKU-00000092,330,d0e85c43-c43f-4a93-a939-a22600da4251
18fd70eb-9f3a-4eb0-8bdc-6fac0ba3f792,DJS,005,SKU-00000092,331,d0e85c43-c43f-4a93-a939-a22600da4251
1a093eab-a46b-4e87-bd98-0ce2fb1305fe,ENS,021,SKU-00000034,322,285cdf0c-4277-4311-b026-ce823253e4f7
1ad5b61f-b6ad-e211-810d-0050568849ea,OPC,021,SKU-00000034,322,79914c28-046d-4616-9a33-a3b600ffd25d
1b0bcdd9-bddc-e111-8cc6-78e3b5102e43,REC,209,SKU-00000034,339,cd9e44e5-ea1a-4791-88f9-ca67af0a3c56
1bb2c2f1-5cd7-41ae-9e0a-52327eb3143a,WPH,040,SKU-00000034,332,5e2d05c9-c2b5-4921-886b-a70eb8b928f4
1c51c9fc-9409-4e54-a7cc-83b7eb24951f,DJS,061,SKU-00000088,333,c6979c4d-679d-4e0a-afa9-815a669ee25f
1c65c70e-2973-429d-a5ae-65b0f2fa1fc5,DJS,192,SKU-00000034,350,9d0e51c0-688d-47a2-8f45-a6cd0081554c
1d0c7a21-8849-416b-88fd-cd73fffa38a3,FLO,042,SKU-00000034,319,168a8a06-7515-44f0-9903-fa2dc123287b
1e88efc2-419a-4908-83ea-a659b7cb87c7,WPH,257,SKU-00000034,334,9a10105c-9c50-430f-9ba6-ee05de47fd7e
1e88efc2-419a-4908-83ea-a659b7cb87c7,WPH,257,SKU-00000034,349,9a10105c-9c50-430f-9ba6-ee05de47fd7e
1d9bc2d2-5bb1-4da8-8d2f-fb0e9517c3ee,DJS,073,SKU-00000034,338,7ffae8fa-b586-47cd-9f4c-a6db00c0b54d
1d9bc2d2-5bb1-4da8-8d2f-fb0e9517c3ee,DJS,073,SKU-00000034,339,7ffae8fa-b586-47cd-9f4c-a6db00c0b54d
1c675448-6e61-4c82-a663-238631b12ce4,WCK,107,SKU-00000092,335,9bdbb035-88c1-4d65-9b5c-0f623b934cf6
1c675448-6e61-4c82-a663-238631b12ce4,WCK,107,SKU-00000092,336,9bdbb035-88c1-4d65-9b5c-0f623b934cf6
1c675448-6e61-4c82-a663-238631b12ce4,WCK,107,SKU-00000092,337,9bdbb035-88c1-4d65-9b5c-0f623b934cf6
1e10b2ef-bbdc-e111-8cc6-78e3b5102e43,BWP,019,SKU-00000025,327,a3b5c926-5785-4be9-81dc-4baf0fe53c4e
1e9f8fb0-4c2d-4f7f-84f0-734cc320e38e,RNT,271,SKU-00000092,340,845eaff5-d51f-4642-adaf-3792a308de41
1e6299a7-0a80-e111-b3c6-1cc1dee8ea49,DJS,192,SKU-00000092,350,c746a1cc-dbd2-48fd-9743-a832010b861e
1ec7630e-2286-4bcf-872e-e34b9ecb3d2b,TRA,019,SKU-00000088,327,3c5eaeda-2120-469c-8a37-a83a008080c9
1eb711f4-4630-4938-b8b0-19b293d4559d,BWP,021,SKU-00000034,322,523e0cdf-27d4-496b-a222-a5c20092c536
1ef0b597-d224-4988-b598-6ec5af810566,REC,073,SKU-00000086,338,fad5ad1e-0c93-4108-bbd9-a3c40144f5cf
1ef0b597-d224-4988-b598-6ec5af810566,REC,073,SKU-00000086,339,fad5ad1e-0c93-4108-bbd9-a3c40144f5cf
200309c9-ee41-4825-9f39-8295ec22bef4,TRA,019,SKU-00000088,327,25e03670-5eb9-46e2-83d2-1eae5ea75bdc
1fee31f9-bfdc-e111-8cc6-78e3b5102e43,VID,031,SKU-00000092,274,408059e7-7808-433c-9fce-eff677be357d
2060725f-c5dc-e111-8cc6-78e3b5102e43,RNT,065,SKU-00000034,323,aed1a8f5-cb30-4404-84e7-592444b2d603
206ad526-3c22-4db3-bc4a-0358a3cd7c67,OPC,065,SKU-00000092,323,8961c6e3-48bf-4423-a411-6f2d0cb46ed4
216f2850-5b49-4a5c-bb1e-772ed561c0c8,VID,031,SKU-00000034,274,ee42add5-2c51-42e2-a5ba-d25a052d28b3
216e31ff-90cc-4325-8ce0-ae7eb0f13886,WPH,192,SKU-00000034,350,204d632f-35ce-4640-b8e1-a83200bc1359
20e4315e-a126-48ec-9876-5bc6334f6179,BAR,193,SKU-00000034,343,34e9c07b-0fac-40f0-b314-5d322d97fb5d
20754c0c-7ceb-4965-ac1c-c87d9e81ae21,BDS,073,SKU-00000092,338,f50a7a5b-d8b1-488e-805f-e9f5b9c7630e
20754c0c-7ceb-4965-ac1c-c87d9e81ae21,BDS,073,SKU-00000092,339,f50a7a5b-d8b1-488e-805f-e9f5b9c7630e
20a41d9d-03d9-4cb8-8eae-07d3dd0653f1,PHB,257,SKU-00000092,334,8811b0b0-f326-4d49-a154-a5be00ea1f80
2091c9cc-fbe2-40d5-b87d-16aa9674185e,DJS,189,SKU-00000092,341,9e47b9b2-ef32-44f2-8f71-578781acc440
2091c9cc-fbe2-40d5-b87d-16aa9674185e,DJS,189,SKU-00000092,342,9e47b9b2-ef32-44f2-8f71-578781acc440
222051a5-76ea-49d8-9c9d-4080fab955d4,PLN,117,SKU-00000092,031,f5d48ab7-7541-4df9-8638-a77c00ff2ad6
223f5d40-dc1e-e211-8cc0-78e3b5103ee3,WCK,019,SKU-00000088,327,35942de7-1c10-4482-863d-a39300ded136
22719565-2851-e311-9ca4-0050568849ea,WCK,107,SKU-00000034,337,c6ef05d2-7908-4ab5-8dd8-a23100bb9e71
22719565-2851-e311-9ca4-0050568849ea,WCK,107,SKU-00000034,336,c6ef05d2-7908-4ab5-8dd8-a23100bb9e71
22719565-2851-e311-9ca4-0050568849ea,WCK,107,SKU-00000034,335,c6ef05d2-7908-4ab5-8dd8-a23100bb9e71
22952353-5cdc-e111-8bec-78e3b50834e7,WPH,209,SKU-00000088,339,3766c684-af32-48b7-9ef2-f43120d20cda
23e1d720-a4ec-43d6-8f5d-1708cdd5a4dd,BEA,021,SKU-00000088,322,e4d1ea21-97a5-418b-83c1-a266013f1d1d
22a8e14b-f5ba-40cf-b916-c334fff7208c,WPH,192,SKU-00000092,350,a5ff4482-b7af-4d75-ba6a-d5ac4641e14c
23cf2cbd-1eaa-4b0f-939f-227da3e36a19,OPC,024,SKU-00000092,029,4fa01847-2f3f-45c3-8a7c-a6860086db93
24d3b863-d266-4f3f-84ac-be9d91642fc8,BEA,021,SKU-00000034,322,113d0ec0-3f94-45bb-aaa0-b4a9f827264c
22a5590c-df3e-4e2b-9bed-c27ae4007a8d,PHB,107,SKU-00000092,335,37d4a5ed-916a-4898-903d-45cdf21d282b
22a5590c-df3e-4e2b-9bed-c27ae4007a8d,PHB,107,SKU-00000092,336,37d4a5ed-916a-4898-903d-45cdf21d282b
22a5590c-df3e-4e2b-9bed-c27ae4007a8d,PHB,107,SKU-00000092,337,37d4a5ed-916a-4898-903d-45cdf21d282b
246a6ef8-98e1-4f27-b45e-d16660395476,REC,061,SKU-00000092,333,7f1f2820-8b86-499e-9e9f-a3ff0120cf98
246a6ef8-98e1-4f27-b45e-d16660395476,REC,061,SKU-00000092,184,7f1f2820-8b86-499e-9e9f-a3ff0120cf98
253873ca-e3f4-4481-96b5-fba93cb32726,WPH,203,SKU-00000034,317,f0916070-506b-402e-8469-a64f0081d3a1
253873ca-e3f4-4481-96b5-fba93cb32726,WPH,203,SKU-00000034,325,f0916070-506b-402e-8469-a64f0081d3a1
25967406-2be3-432c-8444-dc794556ffe1,REC,192,SKU-00000092,350,e91f1876-07ce-400a-889e-a3c20027f6b4
25959f52-da1d-4923-91f1-a568b5e67e91,CAT,065,SKU-00000092,323,f113416b-2bb4-49db-80c9-a74400866c1e
263086e5-4dec-4c4c-ba93-3349ade362f2,WCK,003,SKU-00000034,328,e35e94c6-6652-44a7-9fce-278d6be8dc87
2710125c-58a3-e511-b212-005056881833,FLO,175,SKU-00000034,353,43bfb244-a523-48f9-a628-a56f00f7691b
270e424c-034e-4d38-a3bf-29ae843cedb1,OPC,192,SKU-00000092,350,740985b9-06af-4796-9deb-a70700ff64f5
272728a1-3768-435c-9a7e-169b53d57f42,DJS,051,SKU-00000034,074,6422eaa7-3040-4ba2-b889-a40300ffd2b0
27264188-67b3-4cb1-aa67-d1d850490ba6,WPH,271,SKU-00000034,340,6311529e-88e4-4b71-b6ad-a3aa01865262
272728a1-3768-435c-9a7e-169b53d57f42,LIT,061,SKU-00000034,333,e99eabc6-18e7-41ee-a186-a40300ffd312
27cc85e8-6689-4408-8aa4-cf6ee5b9f76c,REC,051,SKU-00000086,074,b2b6ae9b-251d-4153-afc4-a7cb00aa833e
27d0126e-29ea-4336-9d5a-5d1ac9ab6d04,WPH,005,SKU-00000086,330,72af9010-9b2b-4b3f-8eba-a3e3017cf9be
27d0126e-29ea-4336-9d5a-5d1ac9ab6d04,WPH,005,SKU-00000086,331,72af9010-9b2b-4b3f-8eba-a3e3017cf9be
27c5aaf6-cb43-4ff6-8901-f694e323c217,PHB,012,SKU-00000034,320,c98638c6-787c-4a89-878d-1045fd99a49a
27c5aaf6-cb43-4ff6-8901-f694e323c217,PHB,012,SKU-00000034,321,c98638c6-787c-4a89-878d-1045fd99a49a
27c5aaf6-cb43-4ff6-8901-f694e323c217,PHB,012,SKU-00000034,271,c98638c6-787c-4a89-878d-1045fd99a49a
285139a5-dce9-41ae-8975-ba420943a9e6,REC,019,SKU-00000034,327,ec4d6425-d5a8-4285-86bf-a6da00c49075
28f772ed-15dd-415a-ac48-3213671bb181,BDS,012,SKU-00000088,271,8dc88550-0748-4ca2-8644-9d83f11ce671
28f772ed-15dd-415a-ac48-3213671bb181,BDS,012,SKU-00000088,320,8dc88550-0748-4ca2-8644-9d83f11ce671
28f772ed-15dd-415a-ac48-3213671bb181,BDS,012,SKU-00000088,321,8dc88550-0748-4ca2-8644-9d83f11ce671
27e809a7-c361-485a-8eee-2e30f3fee7f0,INV,005,SKU-00000092,330,98874caa-7dd3-40a8-8e77-983f8ba94906
27e809a7-c361-485a-8eee-2e30f3fee7f0,INV,005,SKU-00000092,331,98874caa-7dd3-40a8-8e77-983f8ba94906
295c9013-7c1f-486d-a83c-788e27ed54eb,REC,040,SKU-00000034,332,1f6311fd-03d6-4a39-9ea6-9dde00bb6957
29b8749d-90e1-49cb-bc8c-fdb1243e24c1,BDS,012,SKU-00000088,321,0e1cf2e6-bf44-4c33-ab47-a849011b82fe
29b8749d-90e1-49cb-bc8c-fdb1243e24c1,BDS,012,SKU-00000088,320,0e1cf2e6-bf44-4c33-ab47-a849011b82fe
2945bb2b-c958-4eb9-a7a3-4ea5a79ac637,VID,027,SKU-00000092,272,38517bb2-f30b-4c1b-a135-2d30c869cc28
2a5a9205-b155-e211-810d-0050568849ea,RNT,109,SKU-00000088,325,1b23c02f-015f-482f-a6d6-a3aa0172a558
2a5a9205-b155-e211-810d-0050568849ea,RNT,109,SKU-00000088,326,1b23c02f-015f-482f-a6d6-a3aa0172a558
2aa67472-76c9-4ad9-a602-74a6d73ea98a,DJS,033,SKU-00000088,324,5db51770-fb2f-4bb0-8e33-a83a00e7b3e6
2aafffce-1374-e411-9075-005056881833,REC,061,SKU-00000086,333,63313e0e-95bb-45af-9d65-a3ed00fff15b
2b5c300e-1f26-4ae1-98e3-ce731cb7b9da,BAR,190,SKU-00000034,348,eaf4d890-9cd1-474e-9524-ebf2dcb9228b
2b5c300e-1f26-4ae1-98e3-ce731cb7b9da,BAR,190,SKU-00000034,349,eaf4d890-9cd1-474e-9524-ebf2dcb9228b
2bb11e29-c6b7-e511-b212-005056881833,BEA,010,SKU-00000088,352,1c4ba599-7749-460f-8ffe-a58900ca0477
2c02ff8d-c0dc-e111-8cc6-78e3b5102e43,WPH,188,SKU-00000034,347,5b0d3474-595f-435f-8a6f-bdf7224c7193
2c02ff8d-c0dc-e111-8cc6-78e3b5102e43,WPH,188,SKU-00000034,346,5b0d3474-595f-435f-8a6f-bdf7224c7193
2bfbaca8-126d-4ec9-afac-f5a95bf42711,REC,042,SKU-00000092,319,fe3d5978-442d-4174-9030-a64a0090d219
2c10b2ef-bbdc-e111-8cc6-78e3b5102e43,WPH,209,SKU-00000034,339,5d536d24-3c84-4e01-8504-edc296efeca4
2ba8708d-c585-4c3e-874c-ddf30716e4c9,DJS,189,SKU-00000092,342,5436b3e1-ccf3-43e1-afba-a7a9007d18a8
2ba8708d-c585-4c3e-874c-ddf30716e4c9,DJS,189,SKU-00000092,341,5436b3e1-ccf3-43e1-afba-a7a9007d18a8
