Account Owner,WW Vendor Id,Account Name,TKWW Paid Classification,TK Listing Visibility,WW Listing Visibility,Closest Product End Date,URL,LocationID,TK Company ID,AccountID
Cynthia Elley,1067391,lazy H Lodge,2,Paid,Paid,6/5/2020,https://my.matterport.com/show/?m=YmAgGGecxkK&brand=0,6830d998-a402-4140-82f9-52e0c4bcc8c3,6830d998-a402-4140-82f9-52e0c4bcc8c3,3a63d155-31ec-479d-b3bc-5d3126538cc7
Cynthia Elley,1011293,Springdale Station,2,Paid,Paid,6/5/2020,https://my.matterport.com/show/?m=ugwAJiLkeoq&brand=0,d7b6f769-1c73-4583-935c-6afcc719efb2,d7b6f769-1c73-4583-935c-6afcc719efb2,45fe9d9b-8edd-430d-b79b-a7de008b99d5
David Quatresols,16213,Cairnwood Estate,2,Paid,Paid,6/5/2020,https://my.matterport.com/show/?m=Gm4SXqa8wgv&brand=0,d9e46229-05ff-4397-93af-8d2507b69bad,10b1f319-e4da-e111-8bec-78e3b50834e7,72e5406a-ed00-4b6a-a0b8-e002a1f2062d
Lisa Hamilton,29669,Torrance Cultural Arts Center,2,Paid,Paid,6/6/2020,https://my.matterport.com/show/?m=b9kt1uedVof&brand=0,07d56f0a-53db-e111-8bec-78e3b50834e7,07d56f0a-53db-e111-8bec-78e3b50834e7,356f6d74-11a7-4665-a87a-c33a95db4380
Cynthia Elley,50031,House on the Hill,2,Paid,Paid,6/6/2020,https://my.matterport.com/show/?m=KeNnhfKjSro&brand=0,57550465-15db-e111-8bec-78e3b50834e7,57550465-15db-e111-8bec-78e3b50834e7,87b2e7c7-c64f-40b8-99f5-950e0e7a8245
Laura Napolitano,1669,Valencia Country Club,2,Paid,Paid,6/6/2020,https://my.matterport.com/show/?m=Hu3eEan53FH&brand=0,7db5f4e6-13dc-e111-8bec-78e3b50834e7,7db5f4e6-13dc-e111-8bec-78e3b50834e7,8418fa5a-45ee-4366-b134-634abda9bdee
Cynthia Elley,1071169,Old Mill Resort,2,Paid,Paid,6/9/2020,https://my.matterport.com/show/?m=7iZWaoQoW4E&brand=0,2c86a8d2-022c-4fa1-a1fb-c60028e346db,2c86a8d2-022c-4fa1-a1fb-c60028e346db,0fd04bca-57ad-4cca-bcb8-af6234c9fb09
Amy Reynolds,47736,Mirage Banquet Center,2,Paid,Paid,6/11/2020,https://my.matterport.com/show/?m=51MYfB2sGy8&brand=0,fa09beb9-7adb-e111-8bec-78e3b50834e7,fa09beb9-7adb-e111-8bec-78e3b50834e7,48a6d647-6c2e-4958-90fe-34b2073ac3e1
Amy Reynolds,434719,The Wentworth,2,Paid,Paid,6/11/2020,https://my.matterport.com/show/?m=ZX5yNGMKpjR&brand=0,ff3e8595-cedc-e111-8cc6-78e3b5102e43,ff3e8595-cedc-e111-8cc6-78e3b5102e43,23dca270-1c5c-492f-92dd-852c5a44beff
Tara Hinshillwood,62600,Chauncey Hotel & Conference Center,2,Paid,Paid,6/12/2020,https://my.matterport.com/show/?m=7jggVuHHY4K&brand=0,66db2e04-abbc-4eeb-bbb3-c17740b97599,1bc63b83-05db-e111-8bec-78e3b50834e7,c1962939-7b9e-4779-b209-121ac5bdd779
Jessica Dillion,648204,Strock Enterprises Inc.,2,Paid,Paid,6/12/2020,https://my.matterport.com/show/?m=h5t734qWYK7&brand=0,8bac0aff-ac19-4d5d-b8b1-394445830f8c,8bac0aff-ac19-4d5d-b8b1-394445830f8c,3d886621-e22b-45e1-ac24-a75a010c41f2
Linze Peters,1008358,Elegant Events,2,Paid,Paid,6/13/2020,https://my.matterport.com/show/?m=MUQfj5V8Zk5&brand=0,684dbfe6-f4ee-4507-a43a-e5fc0d9e8a2a,684dbfe6-f4ee-4507-a43a-e5fc0d9e8a2a,6465b734-b168-489c-9c99-b9bcdcf559da
Sara Burroughs,978817,King Street Ballroom & Perch,2,Paid,Paid,6/13/2020,https://my.matterport.com/show/?m=FKgaSM9N82e&brand=0,7aa71e90-f3fa-4220-a430-499afc300b61,7aa71e90-f3fa-4220-a430-499afc300b61,4fc231fc-a932-4ce2-98f8-441b2b8f5fc2
Betsy Anderson,471690,Westfields Golf Club,2,Paid,Paid,6/14/2020,https://my.matterport.com/show/?m=8ASqizbfxru&brand=0,8ac77d80-50db-e111-8bec-78e3b50834e7,8ac77d80-50db-e111-8bec-78e3b50834e7,b7a1301c-cdcc-4319-89a7-38a14da5c5db
Kelly Workman-Flood,930619,Multiplicity,2,Paid,Paid,6/15/2020,https://my.matterport.com/show/?m=HWuRkHUvMsJ&brand=0,589eb3fd-23ba-e511-995e-0050568849ea,589eb3fd-23ba-e511-995e-0050568849ea,4f6b298b-a2e8-494b-b288-a62700c07738
Ashley Gambee,368536,Black Swan Country Club,2,Paid,Paid,6/15/2020,https://my.matterport.com/show/?m=zDWwF6xDgZw&brand=0,d0af0881-53db-e111-8bec-78e3b50834e7,d0af0881-53db-e111-8bec-78e3b50834e7,ccf10644-2bc8-4b36-9fff-becfdd38b63e
Hillary Boyd,64402,Darlington House,2,Paid,Paid,6/17/2020,https://my.matterport.com/show/?m=f91V9AHKd6f&brand=0,b062e034-2053-e411-b6b3-005056881833,b062e034-2053-e411-b6b3-005056881833,be82db4b-50b7-44f9-9134-a3c3011034d8
Amy Reynolds,174670,The Boathouse Restaurant and The Lodges at Cresthaven,2,Paid,Paid,6/20/2020,https://my.matterport.com/show/?m=RiSR9kWqzqz&brand=0,213ca8b8-e4ce-e211-8122-005056881833,213ca8b8-e4ce-e211-8122-005056881833,dc835a3f-e9a2-42b4-b3f6-c8e8cbf737c8
Cecelia Wicklin,15284,Hyatt Lodge,2,Paid,Paid,6/21/2020,https://my.matterport.com/show/?m=wJwvEYYhQWi&brand=0,c34b390f-a7cf-e211-ad19-0050568849ea,c34b390f-a7cf-e211-ad19-0050568849ea,30215491-cb67-41ce-be81-68d8a1beccc9
Melina Klinger Walzer,492979,The Capen House,2,Paid,Paid,6/22/2020,https://my.matterport.com/show/?m=EyLs8G4i6mk&brand=0,b58ecb70-e22e-48b2-84eb-dc59055e6b89,b58ecb70-e22e-48b2-84eb-dc59055e6b89,c52070a7-c8da-45d0-8b9e-a39600b971a6
Mindi Middleton,155504,The Chateau at Incline Village,2,Paid,Paid,6/23/2020,https://my.matterport.com/show/?m=7sje34qtJbZ&brand=0,bdffb2e5-83a5-4ce2-bcb0-470b9c970544,8ecd0de0-23dc-e111-8cc6-78e3b5102e43,61dbe3fe-d508-4820-9f76-e6cbe94d41e3
Jacqueline Ornellas,187379,Haiku Gardens Weddings,2,Paid,Paid,6/24/2020,https://my.matterport.com/show/?m=6D1iAHZhri4&brand=0,a8449933-08db-e111-8bec-78e3b50834e7,a8449933-08db-e111-8bec-78e3b50834e7,e5740879-5936-4b65-ac1b-bf7d12513444
Sarah Rucinski,35512,The Farmhouse,2,Paid,Paid,6/24/2020,https://my.matterport.com/show/?m=sy7ih1mtiaP&brand=0,e20fb833-19ca-e211-8122-005056881833,e20fb833-19ca-e211-8122-005056881833,21539083-5f6d-4750-a39e-6618f57f7ea2
Jessica Smith,2080,The Classic Center,2,Paid,Paid,6/25/2020,https://my.matterport.com/show/?m=EiGC7ad1FnS&brand=0,d7855ad5-eadc-e111-8cc6-78e3b5102e43,d7855ad5-eadc-e111-8cc6-78e3b5102e43,3416307b-7a8e-4fe6-860d-362f661acc48
Tara Hinshillwood,113128,Tim McLoone's Supper Club,2,Paid,Paid,6/26/2020,https://my.matterport.com/show/?m=tDmRLL8mxUo&brand=0,0f0a0b01-59db-e111-8bec-78e3b50834e7,0f0a0b01-59db-e111-8bec-78e3b50834e7,11c0928e-5ad2-4396-a142-9063a5adf852
Jessica Smith,552414,Venue 92,2,Paid,Paid,6/26/2020,https://my.matterport.com/show/?m=LLxuWhWg7g2&brand=0,c213f75b-1509-e211-8bec-78e3b5103ee3,c213f75b-1509-e211-8bec-78e3b5103ee3,96018363-08fe-400a-bdbb-d38d9a45929a
Mindi Middleton,1010218,The Bedford Nashville Event Venue,2,Paid,Paid,6/27/2020,https://my.matterport.com/show/?m=kg6Ta1Fw2uU&brand=0&wmode=opaque,c3999c9c-68bb-48de-bd49-117c6f5c067a,c3999c9c-68bb-48de-bd49-117c6f5c067a,66458613-7485-45fd-9ca4-b757bbdae9f0
Katrina Hayes,713068,The Bond,2,Paid,Paid,6/28/2020,https://my.matterport.com/show/?m=nzByTFw6DZv&brand=0,42f62520-e835-4963-b610-e8bac1c2b4e1,602aef61-9d6b-e411-9075-005056881833,0492e961-1266-4274-b0ed-a3e20141e035
Mindi Middleton,1273,The Elkridge Furnace Inn,2,Paid,Paid,6/28/2020,https://my.matterport.com/show/?m=MV5gP86hF7J&brand=0,781e015d-9bda-e111-8bec-78e3b50834e7,781e015d-9bda-e111-8bec-78e3b50834e7,ef9b7446-de60-4b13-bd74-bea03a77d287
Sara Familie,523274,The Westin Annapolis,2,Paid,Paid,6/29/2020,https://my.matterport.com/show/?m=2eiiQgXS4oe&brand=0,0fcd2564-6cdb-e111-8bec-78e3b50834e7,0fcd2564-6cdb-e111-8bec-78e3b50834e7,8743aac7-b062-4e27-a4fd-b194c888c377
Veronica Hatch,144303,The Club at Snoqualmie Ridge,2,Paid,Paid,6/29/2020,https://my.matterport.com/show/?m=7K5kRa1YTha&brand=0,b41e5cf3-85dd-e111-8cc6-78e3b5102e43,b41e5cf3-85dd-e111-8cc6-78e3b5102e43,ba4841f9-8c25-499b-b58f-ad3e86ef7774
Katrina Hayes,49972,Allenberry Resort,2,Paid,Paid,6/30/2020,https://my.matterport.com/show/?m=37Ba7xphQQu&brand=0,662543c3-d0dc-4958-a57a-9c6882c2dcc5,6319cc0d-d1dc-e111-8cc6-78e3b5102e43,9f1227e5-b8ea-43e4-ab9f-490b5323acba
Britt Shelby,382829,The Terrace on Grand,2,Paid,Paid,6/30/2020,https://my.matterport.com/show/?m=BGLP6NExv7S&brand=0,6c06990c-b192-45fe-8064-fa11965b3f8a,0be7700a-0ddc-e111-8bec-78e3b50834e7,8ef0fbac-90b5-42b5-a4fa-a480cdf891c8
Melina Klinger Walzer,403996,River Hall at the River Inn,2,Paid,Paid,6/30/2020,https://my.matterport.com/show/?m=W6wQ6t5qYqp&brand=0,9d151577-9b73-4638-b64f-08cc0f996b37,9d151577-9b73-4638-b64f-08cc0f996b37,3725618c-8965-405a-98e5-a79400d92d29
Veronica Hatch,204245,Early Mountain Vineyards,2,Paid,Paid,7/1/2020,https://my.matterport.com/show/?m=pTy2JwRgG7F&brand=0,4b6b77e6-150f-e211-b567-78e3b5102ea7,4b6b77e6-150f-e211-b567-78e3b5102ea7,7dfde36c-3ec8-4cc9-91ac-e4d32c98527a
Lisa Hamilton,124679,Hilton Los Angeles Airport,2,Paid,Paid,7/1/2020,https://my.matterport.com/show/?m=cdp3uRtbFfV&brand=0,d2034451-71db-e111-8bec-78e3b50834e7,d2034451-71db-e111-8bec-78e3b50834e7,acc6e071-af2b-47d1-a704-a20ad1d272d8
Melina Klinger Walzer,9326,Orlando Museum of Art,2,Paid,Paid,7/4/2020,https://my.matterport.com/show/?m=oUbuQwN7gUT&brand=0,c9bfd3bb-f7e0-e311-b6b3-005056881833,c9bfd3bb-f7e0-e311-b6b3-005056881833,c52d4971-6697-48ec-a923-f2dcc20de9b2
Heather Dorsten,85689,The Heitman House,2,Paid,Paid,7/5/2020,https://my.matterport.com/show/?m=rqk883LmfPC&brand=0,c2dc1117-0246-4382-915d-ecafd01ffbd9,c2dc1117-0246-4382-915d-ecafd01ffbd9,99c90b20-3cb7-407f-9020-a26100976e4e
George Proctor,2911,Saint Clements Castle,2,Paid,Paid,7/9/2020,https://my.matterport.com/show/?m=n3YbLHyemq2&brand=0,0fefbbf1-114f-4de9-9e1c-014352c436ed,98b849c5-51dc-e111-8bec-78e3b50834e7,92318c8d-3ca5-4e40-9641-070633febbfd
Christina Emerson,696071,Willow Creek Wedding & Events Venue,2,Paid,Paid,7/10/2020,https://my.matterport.com/show/?m=4rhMoHhaxmB&brand=0,d8f13e7b-78fd-e311-9c4e-0050568849ea,d8f13e7b-78fd-e311-9c4e-0050568849ea,db8a8ff1-2516-4eab-9eec-a340012a6029
Julie Johnston,981019,The 3 Ten Event Venue,2,Paid,Paid,7/10/2020,https://my.matterport.com/show/?m=HFdFUrte5NP&brand=0,db9b3336-4629-4332-9b86-9d74b010a22a,15eacaaa-52dc-e111-8bec-78e3b50834e7,0c163191-d3db-414e-8f9a-913ff4788761
Lisa Hamilton,934554,Upland Events and Banquet Center,2,Paid,Paid,7/14/2020,https://my.matterport.com/show/?m=Q7mNPLRi7Cf&brand=0,19426845-11c1-42d6-87ac-5b8b38b05571,19426845-11c1-42d6-87ac-5b8b38b05571,29c657b0-3d2a-43ef-b373-a64400c55f22
Heather Dorsten,1385645,Athena Hall,2,Paid,Paid,7/14/2020,https://my.matterport.com/show/?m=iPfq6vDQXMR&brand=0,4ea9eddd-d20a-43fa-ac37-e8bca561e82e,4ea9eddd-d20a-43fa-ac37-e8bca561e82e,22374b49-0002-482a-8554-a64100a4ea17
Sarah Rucinski,55817,The Knowlton Mansion,2,Paid,Paid,7/16/2020,https://my.matterport.com/show/?m=TV6ZxXrrkEy&brand=0,a81140c8-97da-e111-8bec-78e3b50834e7,a81140c8-97da-e111-8bec-78e3b50834e7,d54410a2-d8a1-4686-a190-9e5338946c5f
Cecelia Wicklin,29173,White Pines Golf Club & Banquets,2,Paid,Paid,7/16/2020,https://my.matterport.com/show/?m=waBxaakveAC&brand=0,d01ed8a4-5b70-4427-8819-52d4decd3758,5c647b3e-6adb-e111-8bec-78e3b50834e7,889278c9-54f1-4aa4-82d7-59ff8cabc290
Karrie Ploss,101944,Wagner's of Westlake,2,Paid,Paid,7/17/2020,https://my.matterport.com/show/?m=id51KoHbJox&brand=0,1592156f-a4e5-e211-ad19-0050568849ea,1592156f-a4e5-e211-ad19-0050568849ea,96a12273-4211-4a6d-934f-6d388653cd30
Brooke Mowry,1062931,The Carolina Barn,2,Paid,Paid,7/18/2020,https://my.matterport.com/show/?m=4qQZyucisbw&brand=0,82b795d6-503f-4409-97df-a64b93a41401,82b795d6-503f-4409-97df-a64b93a41401,e68ea163-30bd-4aa0-ba22-a58348d66b7f
Heather Dorsten,88258,Tween Waters Island Resort & Spa,2,Paid,Paid,7/18/2020,https://my.matterport.com/show/?m=6FTpaWPayX2&brand=0,ce8c98fd-66a6-4f92-ac39-19de09f514b0,bc6f763d-f6da-e111-8bec-78e3b50834e7,a43ae76a-760f-45bf-9164-7558ed3e7d39
Patrick Clark,610418,Flora Corner Farm,2,Paid,Paid,7/18/2020,https://my.matterport.com/show/?m=KYhiWMQ8fmF&brand=0,da07eee6-6a6a-4e76-8741-644a83a4cb18,da07eee6-6a6a-4e76-8741-644a83a4cb18,70129458-cfa5-41ef-be11-ea22423e4144
Sarah Rucinski,132890,The Clubhouse at Baywood,2,Paid,Paid,7/20/2020,https://my.matterport.com/show/?m=iZjEjn4BqWV&brand=0,ad69d624-09db-e111-8bec-78e3b50834e7,ad69d624-09db-e111-8bec-78e3b50834e7,ec34304d-e5dc-406d-9abd-d6eaf206cd4b
David Quatresols,3305,Pen Ryn Estate,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=adfwC9EohXU&brand=0,3a122679-69db-e111-8bec-78e3b50834e7,3a122679-69db-e111-8bec-78e3b50834e7,d254502d-4d97-43b7-a630-7fbd06cb41ac
Silver Varela,999126,Paradise Ranch Events,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=LvwFferjRGE&brand=0,581cfb66-149c-471c-82e0-a6309ca6241f,581cfb66-149c-471c-82e0-a6309ca6241f,d16ec19b-43cf-43b5-be2c-41a0eb71d9a9
Sara Familie,25835,Eldorado Country Club,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=cGTLg4pYUpe&brand=0,65940142-3fdb-e111-8cc6-78e3b5102e43,65940142-3fdb-e111-8cc6-78e3b5102e43,6c2e73cd-90d8-4af5-9523-55a6f7cc2acc
Jessica Dillion,1191135,Emil Bach House,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=AqCMTjsQJgB&brand=0,7906d1d6-6666-4c84-9d33-66042122c02b,7906d1d6-6666-4c84-9d33-66042122c02b,3edd0c1c-66e5-4bfd-ac4f-a97bc2680262
Stephanie Alderman,1013483,Tandem Hall,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=SZwy8TKUerS&brand=0,8ca2da1b-f914-4b59-ba45-f6790a8cdf8a,8ca2da1b-f914-4b59-ba45-f6790a8cdf8a,eb048660-4f43-4a75-ba0a-3a464c982dd1
Margaret Fazio,59832,Prospect Park Picnic House,2,Paid,Paid,7/22/2020,https://my.matterport.com/show/?m=5dvVQhL2ubz&brand=0,d2a959c9-5adc-e111-8bec-78e3b50834e7,d2a959c9-5adc-e111-8bec-78e3b50834e7,e22a9d75-daf5-4e2b-a80b-f40429af34c5
Amy Reynolds,1048459,The Barn at Lord Howe Valley,2,Paid,Paid,7/23/2020,https://my.matterport.com/show/?m=W7b9xHkNnLL&brand=0,9f183230-736a-46d7-a1af-3597a62d4a64,9f183230-736a-46d7-a1af-3597a62d4a64,ef8384f8-2856-495f-9095-a6b800ac77a9
Melina Klinger Walzer,735072,The Chateau,2,Paid,Paid,7/23/2020,https://my.matterport.com/show/?m=9TTdnsXrpCJ&brand=0,cb612732-08c3-42a8-a2e9-9947f935bc1e,cb612732-08c3-42a8-a2e9-9947f935bc1e,f173ca0e-9728-4e55-9e5d-a56200e3b7bb
Kristyn Staneski,117092,The Pavilion at Saddleback,2,Paid,Paid,7/23/2020,https://my.matterport.com/show/?m=3Ci29PqkwdY&brand=0,ed301283-2f93-e211-9b87-005056881833,ed301283-2f93-e211-9b87-005056881833,7f9ffc6e-6914-49b4-8d4f-f0d1965e71df
Melina Klinger Walzer,687831,Up the Creek Farms,2,Paid,Paid,7/24/2020,https://my.matterport.com/show/?m=8WY11beDvyU&brand=0,098f0ed3-d26d-4a22-ad8e-2fcac9e16c46,098f0ed3-d26d-4a22-ad8e-2fcac9e16c46,12aff832-cc91-4a5c-be13-a31201259787
Lisa Hamilton,678462,Hilton Garden Inn Virginia Beach Oceanfront,2,Paid,Paid,7/24/2020,https://my.matterport.com/show/?m=bequcHzcgHG&brand=0,09ecff68-fe55-e311-9ca4-0050568849ea,09ecff68-fe55-e311-9ca4-0050568849ea,d09ea3a7-7f9c-4d6a-a24f-ebecf70076d5
Sarah Rucinski,749830,Luna's Trail Farm and Event Center,2,Paid,Paid,7/24/2020,https://my.matterport.com/show/?m=gXM4nB2RACX&brand=0,183a82e2-79bb-e411-9075-005056881833,183a82e2-79bb-e411-9075-005056881833,0d6ca359-eafa-465d-8798-a44800ae5872
Betsy Anderson,729894,Ashton Creek Vineyard,2,Paid,Paid,7/24/2020,https://my.matterport.com/show/?m=o6CyYTZpBS7&brand=0,81c09585-275c-4158-be12-f79c7cb614eb,81c09585-275c-4158-be12-f79c7cb614eb,15065371-4a3b-4611-ad31-a54600c2983d
Betsy Anderson,409040,The Tybee Island Wedding Chapel & Grand Ballroom,2,Paid,Paid,7/24/2020,https://my.matterport.com/show/?m=g9But3mLzH2&brand=0,d62ce5d7-4ddc-e111-8bec-78e3b50834e7,d62ce5d7-4ddc-e111-8bec-78e3b50834e7,fe96b943-1887-4643-91c1-bd034dba9c43
Julie Johnston,902935,Rolling Ridge Wedding & Event Center,2,Paid,Paid,7/25/2020,https://my.matterport.com/show/?m=dEa1jMNXErC&brand=0,379529c3-6f35-e511-8c67-0050568849ea,379529c3-6f35-e511-8c67-0050568849ea,7319ed0c-2d9f-4b1c-a112-a4a6012198f2
Allison Starks,381765,Statesville Country Club,2,Paid,Paid,7/27/2020,https://my.matterport.com/show/?m=nywgMt4EbTU&brand=0,a0e63122-03e6-4bb8-8f7d-7990952ae225,a0e63122-03e6-4bb8-8f7d-7990952ae225,c5701251-11ef-448c-bcd1-b1f16aae3e81
Kristyn Staneski,8785,The Barn at Raccoon Creek,2,Paid,Paid,7/29/2020,https://my.matterport.com/show/?m=bvfCUCKi7Q9&brand=0,39e72a0c-6b2d-e411-9c4e-0050568849ea,39e72a0c-6b2d-e411-9c4e-0050568849ea,96706572-ded6-46cb-a3bb-a3930115b6cd
Kristyn Staneski,1804,Crystal Rose,2,Paid,Paid,7/29/2020,https://my.matterport.com/show/?m=krDaqoTJ7LC&brand=0,7ce8d5c4-53db-e111-8bec-78e3b50834e7,7ce8d5c4-53db-e111-8bec-78e3b50834e7,773692d6-ad00-4d62-bfe9-07e42a833852
Katrina Hayes,555022,Historic Boxwood Inn,2,Paid,Paid,7/29/2020,https://my.matterport.com/show/?m=VtN4BWejf9s&brand=0,a2339d5c-44c8-e511-95d2-0050568835c0,a2339d5c-44c8-e511-95d2-0050568835c0,e9af978c-3683-4f7d-a993-327473bd2879
Dina Sanchez,746644,The Warehouse & 389,2,Paid,Paid,7/30/2020,https://my.matterport.com/show/?m=7q3kcJUQTGQ&brand=0,b64cfa79-cb4e-48e5-a2ed-e3047ae08e29,b64cfa79-cb4e-48e5-a2ed-e3047ae08e29,096a9abf-5aa3-4c9e-835c-9d20db657db2
Christina Emerson,1009557,The Station,2,Paid,Paid,7/30/2020,https://my.matterport.com/show/?m=5Z3ozDisoQA&brand=0,cd781be3-3a40-4ebb-9dd7-549f9d3e4b35,cd781be3-3a40-4ebb-9dd7-549f9d3e4b35,2ef3487a-447a-45e0-9788-30c7e5e9a024
Kelly Workman-Flood,912867,Orange Lawn Tennis Club,2,Paid,Paid,7/30/2020,https://my.matterport.com/show/?m=5WmVWsDs1fQ&brand=0,e8c98b47-945c-46ff-9c54-165eeba72c58,e8c98b47-945c-46ff-9c54-165eeba72c58,9fcc8eb2-f5b5-4e63-a703-4dafd69b67e9
Linze Peters,138687,Chubb Hotel & Conference Center,2,Paid,Paid,7/31/2020,https://my.matterport.com/show/?m=9oQjZnkhfVU&brand=0,2a162e21-cb6e-4db9-ae01-dd2cdf461a83,2a162e21-cb6e-4db9-ae01-dd2cdf461a83,309769b9-3ce6-47f4-abad-a46800e81c46
Silver Varela,324036,Highland Brewing Company,2,Paid,Paid,7/31/2020,https://my.matterport.com/show/?m=RyPs931PXxg&brand=0,cefa9a21-0401-4027-8264-e9ade731c709,cefa9a21-0401-4027-8264-e9ade731c709,ab422e6b-5eaa-4bba-94b2-398f5f616a55
Mark Pittman,1807803,The Barns At Galyen Farms,2,Paid,Paid,8/1/2020,https://my.matterport.com/show/?m=iyEi8qZ3Y9X&brand=0,c1384c4b-558d-48f5-ba59-e93df043e9ea,c1384c4b-558d-48f5-ba59-e93df043e9ea,9ed46175-bb89-4c1c-b85e-fb7d4a683a49
Stephanie Alderman,1865683,The Manor on St Lucie Crescent,2,Paid,Paid,8/1/2020,https://my.matterport.com/show/?m=kZKkEuTnVsM&brand=0,c953c453-634f-499a-9f59-5d0cff3579d4,c953c453-634f-499a-9f59-5d0cff3579d4,22dd672a-1fa3-4942-87f6-ac8bfaa94c36
Kimberley Feys,706700,Nella Terra Cellars,2,Paid,Paid,8/2/2020,https://my.matterport.com/show/?m=jxFgxxqeqaK&brand=0,990fc768-be00-4770-ab52-9980e456cbbf,990fc768-be00-4770-ab52-9980e456cbbf,2ad31b0b-6fef-47e0-8d95-a6e8013c09d4
Stephanie Mullan,1012870,The Chalet at Little Switzerland,2,Paid,Paid,8/2/2020,https://my.matterport.com/show/?m=PCftm2vnAm7&brand=0,acb404f5-1a4b-47c4-95d1-8357ace95add,acb404f5-1a4b-47c4-95d1-8357ace95add,4e0595c9-e6c2-46cf-9323-6ac6660ff506
Tamara Pacwa,165925,Smith Event Centers,2,Paid,Paid,8/4/2020,https://my.matterport.com/show/?m=eEHUkhodvEX&brand=0,ccd94c50-9d13-e511-9075-005056881833,ccd94c50-9d13-e511-9075-005056881833,4c6bf4e7-4778-4648-9460-a184008d7dcd
Cynthia Elley,564086,Hotel Valencia Riverwalk,2,Paid,Paid,8/5/2020,https://my.matterport.com/show/?m=dGv5BzKAFqH&brand=0,c842c830-06db-e111-8bec-78e3b50834e7,c842c830-06db-e111-8bec-78e3b50834e7,5b314564-d6b6-45a6-8f06-dc4800d73e90
Sara Burroughs,996819,The Cotton Gin Inn,2,Paid,Paid,8/6/2020,https://my.matterport.com/show/?m=kiZyxhjYMUi&brand=0,1b25bdbf-ecc4-4ea2-92dc-ef7225d30357,1b25bdbf-ecc4-4ea2-92dc-ef7225d30357,0756cc12-17ac-4727-902c-a6f700fd47f6
Rhonda Ross,197082,Northstar California,2,Paid,Paid,8/6/2020,https://my.matterport.com/show/?m=Pk8LdKmkPWd&brand=0,2320bee4-c8dc-e111-8cc6-78e3b5102e43,2320bee4-c8dc-e111-8cc6-78e3b5102e43,ac8ae5bd-e473-4fd6-b304-fe1b82c10360
Rhonda Ross,53494,Heavenly Mountain Resort,2,Paid,Paid,8/6/2020,https://my.matterport.com/show/?m=w4vQmToFSza&brand=0,779fcc10-7b2c-432a-bc7b-f408fb79eca6,37142f4a-7adb-e111-8bec-78e3b50834e7,5d9f3ac8-23bd-4ca0-af8b-f0c7a22b39e8
David Quatresols,932301,Rusty Rail Brewing Company,2,Paid,Paid,8/7/2020,https://my.matterport.com/show/?m=rzPXzC2b4Ad&brand=0,9ccdb701-91c5-4d76-8569-2bcdb2dfbc75,9ccdb701-91c5-4d76-8569-2bcdb2dfbc75,8fd9fad4-cb8a-4bc1-92da-a66701001a3d
Amy Kautz,932337,Magnolia Green Golf Club,2,Paid,Paid,8/7/2020,https://my.matterport.com/show/?m=yvzosDpzod5&brand=0,ec711c51-58fd-4f85-b900-8b3142a14e1e,ec711c51-58fd-4f85-b900-8b3142a14e1e,384545df-a36a-4f0c-8588-a76e00e5156d
Amy Reynolds,1869943,Union Hall,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=sXRxgkMRc7c&brand=0,23142d27-6c73-4cdd-aa93-98efc4e41e99,23142d27-6c73-4cdd-aa93-98efc4e41e99,a6c8b270-aeab-45c9-94d5-f197c3051033
Lisa Hamilton,304919,Santa Anita Park,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=TuMUQmHX4HL&brand=0,3c7dc3c6-d4c7-e511-93dc-00505688082e,3c7dc3c6-d4c7-e511-93dc-00505688082e,f6bcd8c0-0118-4262-89dc-446453e02864
Julie Johnston,158293,413 on Wacouta Event Center,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=jcjafEX21MN&brand=0,97b2397c-0cdc-e111-8bec-78e3b50834e7,97b2397c-0cdc-e111-8bec-78e3b50834e7,ca8ce702-3bad-4343-9f90-11b7fb6654de
Jessica Dillion,20205,Tercero by Aldea Weddings,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=dj7ZXGda3vH&brand=0,994fbead-6425-4998-bda8-6b46d80ccbbc,8d441adc-cddc-e111-8cc6-78e3b5102e43,73ce256d-6873-45ee-85fe-7668d0999bb5
Cynthia Elley,945263,Messina Inn,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=tNoa2EbDq9A&brand=0,dba3ecec-f652-4eb6-a137-05bd09dc5f74,dba3ecec-f652-4eb6-a137-05bd09dc5f74,9f520f3f-9db8-4a90-81a9-a7760172af1e
Jessica Dillion,45171,Starfire Golf Club,2,Paid,Paid,8/8/2020,https://my.matterport.com/show/?m=amPAWftxkoL&brand=0,fa515e8a-56dc-e111-8bec-78e3b50834e7,fa515e8a-56dc-e111-8bec-78e3b50834e7,18c6f46a-0526-4cfa-b52b-46844d64c4de
