Account Owner,WW Vendor Id,Account Name,TKWW Paid Classification,TK Listing Visibility,WW Listing Visibility,Closest Product End Date,URL,LocationID,TK Company ID,AccountID
Kimberley Feys,586197,Herreshoff Marine Museum,2,Paid,Paid,12/10/2019,https://my.matterport.com/show/?m=bYxhM9YHv4C&brand=0,1111251c-6ba6-4e9b-bb19-e21dcbe6eb36,1111251c-6ba6-4e9b-bb19-e21dcbe6eb36,8f553b43-a38d-44e0-9d8d-a3ee00aa5811
Alessandra Hagerty,992921,Headwaters Ranch,2,Paid,Paid,12/10/2019,https://my.matterport.com/show/?m=rzCkHp741EU&brand=0,3ba3b3f5-dc16-40e4-98c0-09b384371d35,3ba3b3f5-dc16-40e4-98c0-09b384371d35,2b48a99d-7f72-479e-afd6-a78500f95b36
Stephanie Mullan,722187,The Felt Mansion,2,Paid,Paid,12/10/2019,https://my.matterport.com/show/?m=YjwrzPiAXQN&brand=0,827ffc2a-6417-486a-ad8b-3d420951a360,827ffc2a-6417-486a-ad8b-3d420951a360,0452c2bf-e288-4a56-ae49-3b3255451037
Stephanie Alderman,15982,The Sam Houston Hotel,2,Paid,Paid,12/10/2019,https://my.matterport.com/show/?m=Ef88wfQvp6f&brand=0,8383cb4e-f4a3-46e4-9c9d-455aade3e520,45c83560-8afa-491c-ba86-9d781364befb,cd616279-5c73-44da-8ef3-a6d3010811fb
Sara Burroughs,36869,Turf Valley Resort,2,Paid,Paid,12/10/2019,https://my.matterport.com/show/?m=AVm5Dg5W9ec&brand=0,e4e5b98a-a9da-e111-8bec-78e3b50834e7,e4e5b98a-a9da-e111-8bec-78e3b50834e7,6c1b6a3c-4455-4fe3-9ab0-a4c5017cb4eb
Rhonda Haberkamp,137424,Crowne Plaza Northstar - Downtown Minneapolis,2,Paid,Paid,12/11/2019,https://my.matterport.com/show/?m=8W9Xx3nff75&brand=0,a08b77de-e4da-e111-8bec-78e3b50834e7,a08b77de-e4da-e111-8bec-78e3b50834e7,843ce3d3-f96f-4a70-b6d3-226cf597c51a
Mindi Middleton,1038947,Summit Hill Gardens,2,Paid,Paid,12/11/2019,https://my.matterport.com/show/?m=qm8kBHk6L98&brand=0,a66e7407-ceb4-4ba2-87a9-89ce080c68d7,a66e7407-ceb4-4ba2-87a9-89ce080c68d7,85128187-a77e-4619-9392-bbf73836abe3
Melina Klinger Walzer,714369,Bowing Oaks Plantation,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=HodDk2AtRMX&brand=0,17e212f5-8032-4eb9-8a27-86202ab976f3,17e212f5-8032-4eb9-8a27-86202ab976f3,528f47a5-a653-4fd6-8102-d973b132900d
David Quatresols,76509,Signature Manor,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=CdNHPgeYH66&brand=0,19468a26-79db-e111-8bec-78e3b50834e7,19468a26-79db-e111-8bec-78e3b50834e7,c8c8b6aa-d56f-400e-9581-64cdc92b3191
Kristyn Staneski,120810,Della Terra Mountain Chateau,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=KZ3JT9qC4cG&brand=0,24acebe8-0ddc-e111-8bec-78e3b50834e7,24acebe8-0ddc-e111-8bec-78e3b50834e7,c9e0f6a8-946c-4ba7-9b80-8e5590cbf261
Kristyn Staneski,13412,Wellshire Event Center,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=sxPQtbrUsLT&brand=0,9103b29b-bbb7-e411-9075-005056881833,9103b29b-bbb7-e411-9075-005056881833,8b3cbbe6-48d3-483e-9408-a443010be6d0
Mindi Middleton,1057477,Riverside Casino & Golf Resort,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=5bRuW59Yqn4&brand=0,b0b6a3c3-e0ef-4c9b-8c93-d9be5cf80e78,b0b6a3c3-e0ef-4c9b-8c93-d9be5cf80e78,222ccdd8-fe80-4be1-aef1-a62f009806a8
Kristyn Staneski,383675,Spruce Mountain Ranch,2,Paid,Paid,12/12/2019,https://my.matterport.com/show/?m=bBcFcZZN6xc&brand=0,ec654272-34ae-e411-8c67-0050568849ea,ec654272-34ae-e411-8c67-0050568849ea,d441aa56-289c-4c2d-9393-a2bb0123c30d
Karrie Ploss,26850,RSVP Event Center by Village Catering,2,Paid,Paid,12/13/2019,https://my.matterport.com/show/?m=WeVcJsxa2VX&brand=0,0db2ca1d-9ada-e111-8bec-78e3b50834e7,0db2ca1d-9ada-e111-8bec-78e3b50834e7,f828cfca-e981-4d0d-b8c3-829f69bb9dbd
Megan Guffey,699159,Paddock Place,2,Paid,Paid,12/13/2019,https://my.matterport.com/show/?m=4XjgmSWauqi&brand=0,4ca8f1e7-2e65-4d7a-a823-e22c6631312b,fbe5f102-ecda-e111-8bec-78e3b50834e7,5fcfa224-4ac5-47bc-9941-ded6ce03675d
Rhonda Haberkamp,575871,A'BULAE,2,Paid,Paid,12/13/2019,https://my.matterport.com/show/?m=UMHUCf6Nsmo&brand=0,777b8de2-dc18-4209-8a17-d4101d82829f,d7c02873-d533-e411-9c4e-0050568849ea,f0710229-e57e-4980-823c-a39b0156ca98
Laura Napolitano,993697,The River View,2,Paid,Paid,12/13/2019,https://my.matterport.com/show/?m=bfoqa2fmakQ&brand=0,8674de83-3a0c-417a-b981-3218957a2640,f3d2689e-6cdb-e111-8bec-78e3b50834e7,e47e5267-b82b-45f2-bd28-be69fea2a7cc
Melina Klinger Walzer,24710,Hilton Harrisburg,2,Paid,Paid,12/13/2019,https://my.matterport.com/show/?m=jwCC9ULHDbY&brand=0,d9150504-6d69-4629-8176-4d0457f9ea39,d9150504-6d69-4629-8176-4d0457f9ea39,029c6d49-93cd-40d4-9741-a5b500fab29c
Keri Bourdelaise,902963,"In The Woods, LLC",2,Paid,Paid,12/14/2019,https://my.matterport.com/show/?m=BE7TmRCWC6f&brand=0,66a4b7fa-f0ea-47d3-847f-ffd64e7cf737,66a4b7fa-f0ea-47d3-847f-ffd64e7cf737,97e19d98-f4f5-416e-afc5-a55b010a968b
Jessica Smith,2169,Payne-Corley House,2,Paid,Paid,12/14/2019,https://my.matterport.com/show/?m=xsFUtdmXP5c&brand=0,7601cfe3-70db-e111-8bec-78e3b50834e7,7601cfe3-70db-e111-8bec-78e3b50834e7,4f5d626d-d9c6-4723-8530-21e994df3727
Silver Varela,1013570,The Ocean View Farm,2,Paid,Paid,12/14/2019,https://my.matterport.com/show/?m=dQQDNcjcyMa&brand=0,98d4c4ea-273a-4238-82b3-41f58df62651,98d4c4ea-273a-4238-82b3-41f58df62651,035ce91e-8827-4869-a5b4-ae064072a46f
Sara Burroughs,1024001,Headquarters Event Center,2,Paid,Paid,12/14/2019,https://my.matterport.com/show/?m=JfXFpadFyfx&brand=0,9f3a00b3-3497-438f-b289-5c72c6c84a37,9f3a00b3-3497-438f-b289-5c72c6c84a37,8cb76d74-d637-4a4a-8766-bf12f4a7fa13
Kelly Workman-Flood,904076,Long Meadow Event Center,2,Paid,Paid,12/15/2019,https://my.matterport.com/show/?m=9QjUbFYoX8V&brand=0,3411a5bc-ffa4-e511-995e-0050568849ea,3411a5bc-ffa4-e511-995e-0050568849ea,0e3db59c-6176-4b57-8497-a1990136eba4
Tamara Pacwa,33429,The Francis Marion,2,Paid,Paid,12/15/2019,https://my.matterport.com/show/?m=p2xBvdzLBhh&brand=0,667b1ed0-2bdc-e111-8cc6-78e3b5102e43,667b1ed0-2bdc-e111-8cc6-78e3b5102e43,9e9c14e2-2066-4371-b295-7b8ba926ef9e
Julie Johnston,173002,Whitefish Lodge & Manhattan Beach Lodge,2,Paid,Paid,12/15/2019,https://my.matterport.com/show/?m=ZtkfUEXSUXr&brand=0,a245616f-61db-e111-8bec-78e3b50834e7,a245616f-61db-e111-8bec-78e3b50834e7,83af8f1b-ed87-4a1a-8421-da6b248525ee
Stephanie Mullan,970961,The Hotel at The University of Maryland,2,Paid,Paid,12/15/2019,https://my.matterport.com/show/?m=WKHuyb9c8G5&brand=0,cccca12a-c4b1-41a1-a239-2f890a9c2a66,cccca12a-c4b1-41a1-a239-2f890a9c2a66,108aa698-7e7b-4d9a-8850-a6cc00e32487
Elise Kneram,658733,Stone Tower Winery,2,Paid,Paid,12/15/2019,https://my.matterport.com/show/?m=jBdBGrisedZ&brand=0,e6fa2db0-2138-e311-836d-005056881833,e6fa2db0-2138-e311-836d-005056881833,e0056ba1-2754-4498-a943-606a03a7fef3
Britt Shelby,102946,Forest Park Golf Course,2,Paid,Paid,12/16/2019,https://my.matterport.com/show/?m=31ArzWWLCn9&brand=0,22abdd21-6db8-4a29-8546-9916360a8b02,22abdd21-6db8-4a29-8546-9916360a8b02,58e47752-475f-4ab6-80ed-ffdfb45d6661
Sara Burroughs,151086,Enchanted Cypress Ballroom,2,Paid,Paid,12/16/2019,https://my.matterport.com/show/?m=HYNLYgHmgoo&brand=0,4a41ab02-71db-e111-8bec-78e3b50834e7,4a41ab02-71db-e111-8bec-78e3b50834e7,621d8328-8046-4f6d-a052-5eb611d1f5d8
Kimberley Feys,21793,The Tides Estate,2,Paid,Paid,12/16/2019,https://my.matterport.com/show/?m=imh1aivrJBb&brand=0,6c18ecb1-beda-e111-8bec-78e3b50834e7,6c18ecb1-beda-e111-8bec-78e3b50834e7,10a5896e-003c-474c-8962-d0f84bb3cd82
Cecelia Wicklin,57631,Arrowhead Golf Club,2,Paid,Paid,12/16/2019,https://my.matterport.com/show/?m=CHrhuVh8Fdc&brand=0,cfc42e24-4bdc-e111-8bec-78e3b50834e7,cfc42e24-4bdc-e111-8bec-78e3b50834e7,2ac011ca-ada5-42a2-9d5f-2fc8f3d4debe
Allison Starks,478714,Southern House & Garden,2,Paid,Paid,12/16/2019,https://my.matterport.com/show/?m=q58hPJfQFTF&brand=0,fc525634-8650-e311-9ca4-0050568849ea,fc525634-8650-e311-9ca4-0050568849ea,6412b3f8-701a-40ea-a583-6cd3d497839a
Rhonda Ross,2822,Basking Ridge Country Club Catering,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=YFobPdtvXuH&brand=0,20211fc7-7b3a-e311-8aa0-0050568849ea,20211fc7-7b3a-e311-8aa0-0050568849ea,9ed28fef-54d4-4aa1-b8d7-68029e37f845
Cynthia Elley,778868,Hotel Granduca Austin,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=EyYf3SbnS6E&brand=0,3ce98285-05fb-e411-8c67-0050568849ea,3ce98285-05fb-e411-8c67-0050568849ea,93db9916-009d-40ae-8ec6-a499008a49eb
Margaret Fazio,3219,Swan Club On The Harbor,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=X4otQ3hwGGs&brand=0,b792a9b8-62db-e111-8bec-78e3b50834e7,b792a9b8-62db-e111-8bec-78e3b50834e7,2f45ca2f-aa15-462d-ac71-52c4dd71e79b
Kimberley Feys,107819,The Boathouse at Sunday Park,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=bskZUZjmQW7&brand=0,ce8b4d80-4638-4092-825c-eec9b379950a,79167f71-0ddc-e111-8bec-78e3b50834e7,1c810d77-33d8-4a78-bbad-694f1003d130
Amy Reynolds,792126,The Atlantic Grill,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=L9gp5UXr1mL&brand=0,e8adc34f-efa7-e511-995e-0050568849ea,e8adc34f-efa7-e511-995e-0050568849ea,7c8e0339-07cb-4a1b-92b2-a575008c2879
George Proctor,3078,Amber Room Colonnade,2,Paid,Paid,12/17/2019,https://my.matterport.com/show/?m=4ugehnHkZDt&brand=0,fc0c55f8-c8da-e111-8bec-78e3b50834e7,fc0c55f8-c8da-e111-8bec-78e3b50834e7,6a96dcc2-599e-4e39-8c0a-dcdc1836e5ad
George Proctor,720152,The Century,2,Paid,Paid,12/18/2019,https://my.matterport.com/show/?m=5QU9DfqMUUP&brand=0,46f0c34b-0ac7-4e59-a97c-9dc1679ee598,46f0c34b-0ac7-4e59-a97c-9dc1679ee598,6e8bddde-a89f-4cc9-8d43-a30101488d7a
Rhonda Haberkamp,179834,The Clubhouse at Boundary Oak,2,Paid,Paid,12/18/2019,https://my.matterport.com/show/?m=HADE4R2Rfak&brand=0,77acb9bc-ecdc-e111-8cc6-78e3b5102e43,77acb9bc-ecdc-e111-8cc6-78e3b5102e43,4a21ab57-8b2a-47ad-9bfb-1ab55740aee8
Dina Sanchez,660600,Summerfield Farms,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=dqAGKkSCQkV&brand=0,22ab92bf-0dfe-46aa-91cb-ee6d02b8f3e6,22ab92bf-0dfe-46aa-91cb-ee6d02b8f3e6,e4e2d031-9516-463e-bc8b-a79400e9d101
Lisa Hamilton,22940,Embassy Suites Mandalay Beach Hotel & Resort,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=py9QtM2usP3&brand=0,5a8d8406-495d-e311-9ca4-0050568849ea,5a8d8406-495d-e311-9ca4-0050568849ea,689b5ba2-6934-49b4-b152-167549c6ec71
Kelly Workman-Flood,640877,Breckenridge Resort,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=DZoeSqSoZe3&brand=0,5dc552a6-93da-e111-8bec-78e3b50834e7,5dc552a6-93da-e111-8bec-78e3b50834e7,b0af3fa4-c2a7-4185-8559-07d77641b541
Julie Johnston,498646,St. Croix Boat & Packet Co.,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=Ao2aA6C6erV&brand=0,b3dfe0e8-badc-e111-8cc6-78e3b5102e43,b3dfe0e8-badc-e111-8cc6-78e3b5102e43,f5992567-bd68-4536-8d3b-fc8ec547ed17
Julie Johnston,993632,The Lowell Inn,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=Mt7MJ83r6v4&brand=0,c185aa48-8966-4596-b883-2376420e58aa,b3dfe0e8-badc-e111-8cc6-78e3b5102e43,f5992567-bd68-4536-8d3b-fc8ec547ed17
Julie Johnston,993629,The Grand Banquet Hall,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=nANCN9HRUev&brand=0,dc785191-3686-4244-a661-00d947fb8623,b3dfe0e8-badc-e111-8cc6-78e3b5102e43,f5992567-bd68-4536-8d3b-fc8ec547ed17
Kristyn Staneski,993992,The Oxford Hotel,2,Paid,Paid,12/19/2019,https://my.matterport.com/show/?m=DSjMQbrMej4&brand=0,ff0ebb79-9f0e-4c99-a06b-08a33b44fd42,ff0ebb79-9f0e-4c99-a06b-08a33b44fd42,020e588a-a2d7-4433-9051-a84f00a86c8a
Laura Napolitano,6634,Heritage Hunt Golf and Country Club,2,Paid,Paid,12/20/2019,https://my.matterport.com/show/?m=aTEidVW5adw&brand=0,0b74f5a7-26c5-e511-995e-0050568849ea,0b74f5a7-26c5-e511-995e-0050568849ea,f2b78fd4-0be4-408b-bc6d-a59a00d34dd2
Cynthia Elley,726109,Pearl Stable at Historic Pearl,2,Paid,Paid,12/20/2019,https://my.matterport.com/show/?m=vyUsJy3552e&brand=0,2e9ea280-70db-e111-8bec-78e3b50834e7,2e9ea280-70db-e111-8bec-78e3b50834e7,30c09652-44e5-42bf-9a3f-f02cabe14d25
Britt Shelby,752114,The Fabulous Fox Theatre,2,Paid,Paid,12/20/2019,https://my.matterport.com/show/?m=jMUenYjZE7e&brand=0,4dcaea20-888d-e511-9e20-0050568849ea,4dcaea20-888d-e511-9e20-0050568849ea,2fe3f37e-501c-4b84-b3f9-a553012a54c9
Dina Sanchez,941608,Lily Manor,2,Paid,Paid,12/20/2019,https://my.matterport.com/show/?m=tw85g2W4Rix&brand=0,b04a3b68-f0c7-41a4-9862-6605cb7646a0,b04a3b68-f0c7-41a4-9862-6605cb7646a0,a52781fe-3c85-414e-9d6c-29f8cbb635a4
Margaret Fazio,368855,MyMoon Restaurant,2,Paid,Paid,12/20/2019,https://my.matterport.com/show/?m=h5pY5Gcx5ie&brand=0,bf624525-bbdc-e111-8cc6-78e3b5102e43,bf624525-bbdc-e111-8cc6-78e3b5102e43,f20f13e6-88b6-4e68-8efa-6eb6f78eb8b6
Allison Starks,988061,Ever After Farms Blueberry Barn,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=tw2eNvhybqr&brand=0,01346bfa-f338-483f-8f85-f873fb6607b3,01346bfa-f338-483f-8f85-f873fb6607b3,17e49f68-eb15-450b-bf11-a80100ea7545
Julie Johnston,754286,Leopold's Mississippi Gardens,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=64afkfnZbA3&brand=0,075c7e79-24c1-e511-b212-005056881833,075c7e79-24c1-e511-b212-005056881833,de27496e-665a-416b-84c6-a59500ab4e7c
Karrie Ploss,26239,Makoy Center,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=LBqU2sKvbE7&brand=0,0c704a21-08db-e111-8bec-78e3b50834e7,0c704a21-08db-e111-8bec-78e3b50834e7,28ad741f-a314-4c59-ad45-25b46dbec474
Tara Hinshillwood,77778,Windsor Ballroom,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=uBNREbcNKic&brand=0,0cd03d50-f3da-e111-8bec-78e3b50834e7,0cd03d50-f3da-e111-8bec-78e3b50834e7,8cc91e3d-bc45-49ae-b6f3-d773b5802938
Melina Klinger Walzer,749565,Tavares Pavilion on the Lake,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=rjT5gWpFWTC&brand=0,14c4c7ef-8859-46ca-87da-271fed4d8051,14c4c7ef-8859-46ca-87da-271fed4d8051,f8c8aaaa-2d42-4e1a-a817-a44a00deebea
Christina Emerson,922540,Lucky Spur Ranch Retreat,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=h1vSyHUZ8co&brand=0,1cdeb2d3-f0dd-4dec-be6b-6d75168e8aca,1cdeb2d3-f0dd-4dec-be6b-6d75168e8aca,80393b44-45d4-4a9b-b56f-a62400ce7f88
Allison Starks,63675,Emerald at Queensridge,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=XyZzBNcAnYe&brand=0,1d3056de-25dc-e111-8cc6-78e3b5102e43,1d3056de-25dc-e111-8cc6-78e3b5102e43,f027b61c-058c-4ae9-9489-a8768a843363
Gayle Susser,760467,The Briarcliff Manor,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=bRcAeZXv6vA&brand=0,1e4e112d-656c-e511-b212-005056881833,1e4e112d-656c-e511-b212-005056881833,354ea0c5-cd32-49d8-8aa7-a52900f7ff21
Jessica Smith,950831,The Cotton Gin at Mill Creek,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=SgvmdipCobe&brand=0,285139a5-dce9-41ae-8975-ba420943a9e6,285139a5-dce9-41ae-8975-ba420943a9e6,5b8f3f34-e3f0-43d4-8977-a6ba00e3d99c
Allison Starks,24503,Jacob Henry Mansion Estate,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=G2Xpe62ccwQ&brand=0,2f186a37-d5da-e111-8bec-78e3b50834e7,2f186a37-d5da-e111-8bec-78e3b50834e7,4fd2b6b0-097e-42ba-b26a-d2e1cbf6bddf
Anais Martinez-Ruane,992980,Secret Gardens Miami,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=Nw98Q5RJCNW&brand=0,3349fd72-ab90-4c63-880c-afb2d8e465a7,3349fd72-ab90-4c63-880c-afb2d8e465a7,efeff9fb-0f33-4753-80bb-a823011c34e0
Amy Reynolds,371155,Tourterelle Restaurant & Inn,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=NdhuVxg7PNs&brand=0,3831b049-1918-e411-b6b3-005056881833,3831b049-1918-e411-b6b3-005056881833,8a45ac8e-ea9c-44f3-b915-a37800e1ff2c
Gina Giordano,736362,Stonebridge Country Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=PURNAFCSF7g&brand=0,40e4c90a-70c8-e211-ad19-0050568849ea,40e4c90a-70c8-e211-ad19-0050568849ea,01321175-101f-4147-8e34-5e911d47ccab
Christina Emerson,995835,The Barn on the Brazos,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=Uy9Ybpmz6Vr&brand=0,43391c2c-45b8-4741-9e61-b25fce74ff3e,43391c2c-45b8-4741-9e61-b25fce74ff3e,ce2e4a98-0916-490f-9f57-a7df014cb316
Sarah Rucinski,746160,Waters Edge Venue,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=KHGbgZjG2bL&brand=0,4353a145-40bd-e411-8c67-0050568849ea,4353a145-40bd-e411-8c67-0050568849ea,58b412ef-f965-4627-bd1b-a42501023700
David Quatresols,3433,PineCrest Country Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=Sor9suJsAFx&brand=0,442aa99f-94da-e111-8bec-78e3b50834e7,442aa99f-94da-e111-8bec-78e3b50834e7,2c828d55-f126-4172-aee8-1d0730aef3d1
Jessica Smith,2225,Vecoma at the Yellow River,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=FCyFGrBMn2n&brand=0,45457b38-f0da-e111-8bec-78e3b50834e7,45457b38-f0da-e111-8bec-78e3b50834e7,ffd94028-1d2e-48db-9072-65c09521ea89
Ashley Gambee,31032,The Oceanview of Nahant,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=GoFMBAjQKma&brand=0,480af66c-fedb-e111-8bec-78e3b50834e7,480af66c-fedb-e111-8bec-78e3b50834e7,c5ce8e63-56dd-450e-bfc3-6841a9a301b4
Britt Shelby,746537,The Venue at Willow Creek,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=7imkE7cZhdc&brand=0,4a397007-c388-e511-b212-005056881833,4a397007-c388-e511-b212-005056881833,470b6e7c-d71d-4dfc-a04d-a47a00b120c7
Gina Giordano,101512,Kiva Club Weddings in Trilogy at Vistancia,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=jb1ZJ54dDjG&brand=0,4ca30e11-4828-4bdc-88cf-d5427ae11ecc,4ca30e11-4828-4bdc-88cf-d5427ae11ecc,e5507d39-fe3e-43a1-b789-d6e2597a306a
Amy Kautz,603053,Belle Terre Country Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=XiPurcU7iD6&brand=0,55d0210b-1797-49a8-8eb8-8e781a41e642,55d0210b-1797-49a8-8eb8-8e781a41e642,3eabf2c3-cc55-4c85-a134-a1d50140e5a4
Karrie Ploss,476362,DoubleTree By Hilton - The Tudor Arms Hotel,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=4mayZS3DRAK&brand=0,57431546-d5eb-e111-8c9f-78e3b5102ea7,57431546-d5eb-e111-8c9f-78e3b5102ea7,d36786f3-7997-432c-974f-82c2745e55be
Cynthia Elley,599174,Ma Maison,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=5FMwN2ytHoi&brand=0,661f4628-3e81-e211-9b87-005056881833,661f4628-3e81-e211-9b87-005056881833,5eb2ef7b-adc4-4917-aaed-7071877bad63
Tara Hinshillwood,908052,Ramblewood Country Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=TMec5b6U41h&brand=0,718d8704-b1bb-e511-995e-0050568849ea,718d8704-b1bb-e511-995e-0050568849ea,95449bce-796c-47a7-b012-a58e00c455cb
Ashley Gambee,2633,The Tiffany Ballroom at the Four Points by Sheraton Norwood,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=Bru4GcRnDBF&brand=0,72163095-bbda-e111-8bec-78e3b50834e7,72163095-bbda-e111-8bec-78e3b50834e7,01c2f054-f704-45e8-8f04-c56ee3980ca4
Sarah Rucinski,2920,Springfield Country Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=mVGkEKGo85z&brand=0,7576794a-37db-e111-8cc6-78e3b5102e43,7576794a-37db-e111-8cc6-78e3b5102e43,55aaf51d-afe7-4ee6-908c-39c4d4abb0c6
Kimberley Feys,645752,The Boathouse at Rocketts Landing,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=fYKqn6ra1Pr&brand=0,79167f71-0ddc-e111-8bec-78e3b50834e7,79167f71-0ddc-e111-8bec-78e3b50834e7,1c810d77-33d8-4a78-bbad-694f1003d130
Gina Giordano,110263,Whitby Castle,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=MLr7s7EtGGt&brand=0,7a2f2bdb-c72a-e311-8aa0-0050568849ea,7a2f2bdb-c72a-e311-8aa0-0050568849ea,2fc951d5-b4f2-469a-a796-8bafc3e952de
Margaret Fazio,42567,The Inn at New Hyde Park,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=6wdwxSE3NpG&brand=0,83f9829f-4ddc-e111-8bec-78e3b50834e7,83f9829f-4ddc-e111-8bec-78e3b50834e7,6113ac50-acd1-4a3c-b197-408a40d9c09d
Julie Johnston,124999,Earle Brown Heritage Center,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=DSDc95ZRs3J&brand=0,868c2fa2-73da-e111-8cc6-78e3b5102e43,868c2fa2-73da-e111-8cc6-78e3b5102e43,fd504531-7c13-41ce-b4fb-f1144dfd98ce
Megan Guffey,917866,Terrace 167,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=e5HYj9rnBsT&brand=0,8ba86b28-2bce-479a-abb6-0b0f2155aefc,8ba86b28-2bce-479a-abb6-0b0f2155aefc,6bc14c1f-cc73-4e4c-b51a-a7190072cd9d
David Quatresols,3503,The Warrington,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=owZv833XBJc&brand=0,95355edc-94da-e111-8bec-78e3b50834e7,95355edc-94da-e111-8bec-78e3b50834e7,5e792a0c-4e29-466a-b455-9a3538da0e2c
Patrick Clark,150224,Hermann Hill Weddings,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=TzAqmDKcqaR&brand=0,a91e8f81-7492-e311-b6b3-005056881833,a91e8f81-7492-e311-b6b3-005056881833,cf95fc57-d36b-4e66-9c47-920640f38b05
Jessica Smith,932845,The Venue at Murphy Lane,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=oNDUahwnfSe&brand=0,aaf6eb20-bd91-4f1d-b79a-fc6fe2920fec,aaf6eb20-bd91-4f1d-b79a-fc6fe2920fec,3196f083-8616-4cc0-a57a-a71200abd738
Cynthia Elley,49918,The Terrace Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=fT7HkLpjJcg&brand=0,af18ed5b-51db-e111-8bec-78e3b50834e7,af18ed5b-51db-e111-8bec-78e3b50834e7,6e96b67a-7d8a-4a75-b485-89eb831bfa9a
Amy Kautz,181787,Henderson Castle,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=BwGZSMsFebT&brand=0,b10cf8db-0ddc-e111-8bec-78e3b50834e7,b10cf8db-0ddc-e111-8bec-78e3b50834e7,9a02937e-06fe-4bd5-befe-10b5af554f40
Sarah Rucinski,129297,Penn Oaks Golf Club,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=Yt7WwxANJSC&brand=0,b877660e-58db-e111-8bec-78e3b50834e7,b877660e-58db-e111-8bec-78e3b50834e7,6582a4ff-214a-4740-9c52-88923d9444ed
Sara Burroughs,2699,Roostertail,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=4gd9chHBQBL&brand=0,bd6ae56a-afda-e111-8bec-78e3b50834e7,bd6ae56a-afda-e111-8bec-78e3b50834e7,8db44ca3-e5aa-4013-ad8e-bc61e79f6b37
Rhonda Ross,2942,The Wilshire,2,Paid,Paid,12/21/2019,https://my.matterport.com/show/?m=wPDPo1hELk1&brand=0,bfdeb8d2-1b81-e211-810d-0050568849ea,bfdeb8d2-1b81-e211-810d-0050568849ea,098f330d-b238-422a-8632-b89370df3e98
